Name,type,value
Joffrey Baratheon,Other Titles,King of the Andals; the Rhoynar and the First Men;Lord of the Seven Kingdoms;Protector of the Realm
Joffrey Baratheon,Born in,286 AC; at King's Landing;
Joffrey Baratheon,Died in,300 AC;; at Red Keep; King's Landing
Joffrey Baratheon,Royal House,House Baratheon of King's Landing
Joffrey Baratheon,Predecessor,Robert I Baratheon
Joffrey Baratheon,Heir,Tommen Baratheon
Joffrey Baratheon,Successor,Tommen I Baratheon
Joffrey Baratheon,Queen,Margaery Tyrell
Joffrey Baratheon,Father,Robert Baratheon (claimed)Jaime Lannister (actual)
Joffrey Baratheon,Mother,Cersei Lannister
Joffrey Baratheon,Book(s),A Game of Thrones (appears) A Clash of Kings (appears) A Storm of Swords (appears) A Feast for Crows (mentioned) A Dance with Dragons (mentioned)
Joffrey Baratheon,Played by,Jack Gleeson
Joffrey Baratheon,TV series,Season 1
Joffrey Caswell,Title,Lord of Bitterbridge
Joffrey Caswell,Allegiance,House Caswell
Joffrey Caswell,Born,In 190 AC or 191 AC;
Joffrey Caswell,Book(s),The Mystery Knight (appears)
Joffrey Lonmouth,Alias,Knight of Kisses
Joffrey Lonmouth,Title,Ser
Joffrey Lonmouth,Allegiance,House Lonmouth
Joffrey Lonmouth,Born,In 99 AC or before;
Joffrey Lonmouth,Died,In 114 AC; at King's Landing
Joffrey Lonmouth,Book(s),The Rogue Prince (mentioned)
Johanna Swann,Alias,The Black Swan
Johanna Swann,Allegiance,House Swann
Johanna Swann,Book(s),The Rogue Prince (mentioned)
Jojen Reed,Alias,Little Grandfather
Jojen Reed,Allegiance,House Reed
Jojen Reed,Culture,Crannogmen
Jojen Reed,Born,In 286 AC; at Greywater Watch;
Jojen Reed,Book(s),A Clash of Kings (appears) A Storm of Swords (appears) A Feast for Crows (mentioned) A Dance with Dragons (appears)
Jojen Reed,Played by,Thomas Brodie-Sangster
Jojen Reed,TV series,Season 3
Jommo,Title,Khal
Jommo,Culture,Dothraki
Jommo,Book(s),A Game of Thrones (appears) A Feast for Crows (mentioned)
Jommy,Allegiance,House Baratheon
Jommy,Book(s),A Clash of Kings (mentioned)
Jon Arryn,Title,Lord of the Eyrie;Defender of the Vale;Warden of the East;Hand of the King
Jon Arryn,Allegiance,House Arryn
Jon Arryn,Culture,Valemen
Jon Arryn,Born,In or between 217 AC and 220 AC (roughly); at the Eyrie;
Jon Arryn,Died,In 298 AC; at King's Landing
Jon Arryn,Spouse,1st: Lady Jeyne Royce2nd: Lady Rowena Arryn3rd: Lady Lysa Tully
Jon Arryn,Book(s),The World of Ice and Fire (mentioned) A Game of Thrones (mentioned) A Clash of Kings (mentioned) A Storm of Swords (mentioned) A Feast for Crows (mentioned) A Dance with Dragons (mentioned)
Jon Arryn,Played by,John Standing
Jon Arryn,TV series,Season 1
Jon Bettley,Alias,Beardless Jon
Jon Bettley,Title,Ser
Jon Bettley,Allegiance,House Bettley
Jon Bettley,Book(s),A Feast for Crows (appears) A Dance with Dragons (mentioned)
Jon Brax,Allegiance,House Brax
Jon Brax,Born,In 296 AC;
Jon Brax,Book(s),A Clash of Kings (mentioned) A Storm of Swords (mentioned) A Feast for Crows (mentioned)
Jon Bulwer,Title,Lord of Blackcrown
Jon Bulwer,Allegiance,House Bulwer
Jon Bulwer,Spouse,Lady Victaria Tyrell
Jon Bulwer,Book(s),A Storm of Swords (mentioned) A Feast for Crows (mentioned)
Jon Connington,Alias,Griff;The dancing griffins Hand;
Jon Connington,Title,Lord of Griffin's Roost;;Hand of the King;Hand of the True King;
Jon Connington,Allegiance,House Connington;House Targaryen;Golden Company
Jon Connington,Culture,Stormlands
Jon Connington,Born,In 260 AC or 261 AC; at Griffin's Roost;
Jon Connington,Book(s),The World of Ice and Fire (mentioned) A Storm of Swords (mentioned) A Feast for Crows (mentioned) A Dance with Dragons (POV)
Jon Cupps,Title,Ser
Jon Cupps,Allegiance,House Cupps
Jon Cupps,Spouse,Leyla Hightower
Jon Cupps,Book(s),A Feast for Crows (mentioned)
Jon Fossoway,Title,The Knight of New Barrel;Ser
Jon Fossoway,Allegiance,House Fossoway of New Barrel
Jon Fossoway,Culture,Reach
Jon Fossoway,Spouse,Janna Tyrell
Jon Fossoway,Book(s),A Clash of Kings (appears)
Jon Heddle,Alias,Long Jon
Jon Heddle,Title,Ser
Jon Heddle,Allegiance,House Heddle
Jon Heddle,Book(s),A Feast for Crows (mentioned)
Jon Hollard,Title,Ser
Jon Hollard,Allegiance,House Hollard
Jon Hollard,Book(s),A Feast for Crows (mentioned)
Jon Lynderly,Title,Lord of the Snakewood
Jon Lynderly,Allegiance,House Lynderly
Jon Lynderly,Book(s),A Feast for Crows (mentioned) A Dance with Dragons (mentioned)
Jon Myre,Alias,Pinchface Jon
Jon Myre,Allegiance,House Myre
Jon Myre,Culture,Ironborn
Jon Myre,Book(s),A Storm of Swords (mentioned) A Feast for Crows (mentioned) A Dance with Dragons (mentioned)
Jon O'Nutten,Alias,Jon O' Nutten
Jon O'Nutten,Allegiance,brotherhood without banners
Jon O'Nutten,Born,At Nutten
Jon O'Nutten,Book(s),A Feast for Crows (mentioned)
Jon Penny,Allegiance,House Penny?
Jon Penny,Book(s),A Feast for Crows (mentioned)
Jon Penrose,Title,Ser
Jon Penrose,Allegiance,House Penrose
Jon Penrose,Book(s),The Hedge Knight (appears)
Jon Pox,Died,At Stepstones
Jon Pox,Book(s),A Feast for Crows (mentioned)
Jon Redfort,Title,Ser
Jon Redfort,Allegiance,House Redfort
Jon Redfort,Culture,Valemen
Jon Redfort,Book(s),A Feast for Crows (mentioned) A Dance with Dragons (mentioned)
Jon Snow,Alias,Lord Snow;Ned Stark's Bastard;The Snow of Winterfell;The Crow-Come-Over;The 998th Lord Commander of the Night's Watch;The Bastard of Winterfell;The Black Bastard of the Wall;Lord Crow
Jon Snow,Title,Lord Commander of the Night's Watch
Jon Snow,Allegiance,House Stark;Night's Watch
Jon Snow,Culture,Northmen
Jon Snow,Born,In 283 AC;
Jon Snow,Book(s),A Game of Thrones (POV) A Clash of Kings (POV) A Storm of Swords (POV) A Feast for Crows (appears) A Dance with Dragons (POV)
Jon Snow,Played by,Kit Harington
Jon Snow,TV series,Season 1
Jon Stark,Title,King in the North
Jon Stark,Allegiance,House Stark
Jon Stark,Book(s),A Game of Thrones (mentioned)  The World of Ice and Fire (mentioned)
Jon Umber (Greatjon),Alias,The Greatjon;Greatjon Umber
Jon Umber (Greatjon),Title,Lord of the Last Hearth
Jon Umber (Greatjon),Allegiance,House Umber
Jon Umber (Greatjon),Culture,Northmen
Jon Umber (Greatjon),Born,At the Last Hearth;
Jon Umber (Greatjon),Book(s),A Game of Thrones (appears) A Clash of Kings (appears) A Storm of Swords (appears) A Feast for Crows (mentioned) A Dance with Dragons (mentioned)
Jon Umber (Greatjon),Played by,Clive Mantle
Jon Umber (Greatjon),TV series,Season 1
Jon Umber (Smalljon),Alias,The Smalljon;Smalljon Umber
Jon Umber (Smalljon),Allegiance,House Umber
Jon Umber (Smalljon),Culture,Northmen
Jon Umber (Smalljon),Died,In 299 AC; at the Twins
Jon Umber (Smalljon),Book(s),A Game of Thrones (appears) A Clash of Kings (mentioned) A Storm of Swords (appears) A Feast for Crows (mentioned) A Dance with Dragons (mentioned)
Jon Umber (Smalljon),Played by,Dean S. Jagger
Jon Umber (Smalljon),TV series,Season 6
Jon Vance,Title,Maester
Jon Vance,Book(s),A Feast for Crows (mentioned)
Jon Waters,Title,Ser
Jon Waters,Born,In or between 171 AC and 176 AC;
Jon Waters,Book(s),A Feast for Crows (mentioned) The World of Ice and Fire (mentioned)
Jon Wylde,Title,Ser
Jon Wylde,Allegiance,House Wylde
Jon Wylde,Spouse,Elyana Vypren
Jon Wylde,Book(s),A Clash of Kings (mentioned) A Storm of Swords (mentioned) A Feast for Crows (mentioned)
Jonella Cerwyn,Title,Lady of Cerwyn
Jonella Cerwyn,Allegiance,House Cerwyn
Jonella Cerwyn,Culture,Northmen
Jonella Cerwyn,Born,In 267 AC; at Cerwyn;
Jonella Cerwyn,Book(s),A Game of Thrones (appears) A Storm of Swords (mentioned) A Feast for Crows (mentioned) A Dance with Dragons (mentioned)
Jonnel Stark,Alias,One-Eye
Jonnel Stark,Title,Lord of Winterfell;Warden of the North
Jonnel Stark,Allegiance,House Stark
Jonnel Stark,Spouse,Lady Robyn Ryswell;Lady Sansa Stark
Jonnel Stark,Book(s),The World of Ice and Fire (mentioned) A Clash of Kings (mentioned)
Jonos Bracken,Title,Lord of Stone Hedge
Jonos Bracken,Allegiance,House Bracken
Jonos Bracken,Born,At Stone Hedge;
Jonos Bracken,Book(s),A Game of Thrones (appears) A Clash of Kings (mentioned) A Storm of Swords (appears) A Feast for Crows (mentioned) A Dance with Dragons (appears)
Jonos Bracken,Played by,Gerry O'Brien
Jonos Bracken,TV series,Season 1
Jonos Frey,Allegiance,House Frey
Jonos Frey,Born,In 291 AC;
Jonos Frey,Book(s),A Clash of Kings (mentioned) A Storm of Swords (mentioned) A Feast for Crows (mentioned)
Jonos Stark,Title,King in the North;Lord of Winterfell
Jonos Stark,Allegiance,House Stark
Jonos Stark,Culture,Northmen
Jonos Stark,Book(s),A Clash of Kings (mentioned)
Jonothor Darry,Alias,Jon Darry
Jonothor Darry,Title,Ser
Jonothor Darry,Allegiance,House Darry;Kingsguard
Jonothor Darry,Culture,Rivermen
Jonothor Darry,Died,In 283 AC; at the Trident
Jonothor Darry,Book(s),A Storm of Swords (mentioned) A Feast for Crows (mentioned)
Jorah Mormont,Alias,Jorah the Andal;Bear
Jorah Mormont,Title,Ser;Lord of Bear Island (stripped)
Jorah Mormont,Allegiance,House Mormont;House Targaryen;Second Sons
Jorah Mormont,Culture,Northmen
Jorah Mormont,Born,In 254 AC (roughly);
Jorah Mormont,Spouse,1st: Unknown Glover2nd: Lynesse Hightower
Jorah Mormont,Book(s),A Game of Thrones (appears) A Clash of Kings (appears) A Storm of Swords (appears) A Feast for Crows (mentioned) A Dance with Dragons (appears) The Winds of Winter (appears)
Jorah Mormont,Played by,Iain Glen
Jorah Mormont,TV series,Season 1
Jorah Stark,Title,King in the North;Lord of Winterfell
Jorah Stark,Allegiance,House Stark
Jorah Stark,Culture,Northmen
Jorah Stark,Book(s),A Clash of Kings (mentioned)
Joramun,Title,King-Beyond-the-Wall
Joramun,Culture,Free Folk
Joramun,Book(s),The World of Ice and Fire (mentioned) A Clash of Kings (mentioned) A Storm of Swords (mentioned)
Jorelle Mormont,Alias,Jory
Jorelle Mormont,Allegiance,House Mormont
Jorelle Mormont,Culture,Northmen
Jorelle Mormont,Born,In or between 278 AC and 289 AC;
Jorelle Mormont,Book(s),A Feast for Crows (mentioned) A Dance with Dragons (mentioned)
Jorgen,Allegiance,House Webber
Jorgen,Book(s),The Sworn Sword (appears)
Jorquen,Title,Septon
Jorquen,Allegiance,Night's Watch
Jorquen,Book(s),A Feast for Crows (mentioned)
Jory Cassel,Title,Captain of the guard
Jory Cassel,Allegiance,House Cassel
Jory Cassel,Culture,Northmen
Jory Cassel,Born,At Winterfell;
Jory Cassel,Died,In 298 AC; at King's Landing
Jory Cassel,Book(s),A Game of Thrones (appears) A Clash of Kings (mentioned) A Storm of Swords (mentioned) A Dance with Dragons (mentioned)
Jory Cassel,Played by,Jamie Sives
Jory Cassel,TV series,Season 1
Joseran,Title,Maester
Joseran,Book(s),A Feast for Crows (mentioned)
Joseth,Allegiance,House Stark
Joseth,Book(s),A Game of Thrones (appears) A Clash of Kings (appears)
Joseth Mallister,Title,Ser
Joseth Mallister,Allegiance,House Mallister
Joseth Mallister,Book(s),The Hedge Knight (appears)
Josmyn Peckledon,Alias,Peck
Josmyn Peckledon,Allegiance,House Peckledon
Josmyn Peckledon,Born,In 284 AC or 285 AC;
Josmyn Peckledon,Book(s),A Clash of Kings (appears) A Storm of Swords (appears) A Feast for Crows (appears) A Dance with Dragons (appears)
Joss,Book(s),A Game of Thrones (appears)
Joss Stilwood,Allegiance,House Clegane
Joss Stilwood,Book(s),A Game of Thrones (appears) A Clash of Kings (mentioned) A Feast for Crows (mentioned)
Joss the Gloom,Alias,Joss the Gloom
Joss the Gloom,Culture,Braavosi
Joss the Gloom,Book(s),A Feast for Crows (mentioned)
Josua Willum,Allegiance,House Willum
Josua Willum,Book(s),A Clash of Kings (mentioned)
Joth Quickbow,Died,At riverlands
Joth Quickbow,Book(s),A Storm of Swords (mentioned)
Jothos Slynt,Allegiance,House Slynt
Jothos Slynt,Book(s),A Storm of Swords (appears)
Joy Hill,Allegiance,House Lannister
Joy Hill,Born,In 288 AC;
Joy Hill,Book(s),A Game of Thrones (appendix) A Clash of Kings (mentioned) A Storm of Swords (mentioned) A Feast for Crows (mentioned) A Dance with Dragons (mentioned)
Joyeuse Erenford,Title,Lady of the Crossing
Joyeuse Erenford,Allegiance,House Erenford;House Frey
Joyeuse Erenford,Born,In 282 AC or 283 AC;
Joyeuse Erenford,Spouse,Lord Walder Frey
Joyeuse Erenford,Book(s),A Game of Thrones (appears) A Clash of Kings (mentioned) A Storm of Swords (appears) A Feast for Crows (mentioned) A Dance with Dragons (mentioned)
Joyeuse Erenford,Played by,Kelly Long
Joyeuse Erenford,TV series,Season 1
Jurne,Title,Maester
Jurne,Book(s),A Clash of Kings (mentioned) A Storm of Swords (mentioned) A Feast for Crows (mentioned)
Justin Massey,Alias,The Smiler
Justin Massey,Title,Ser
Justin Massey,Allegiance,House Massey;House Baratheon of Dragonstone
Justin Massey,Book(s),A Feast for Crows (mentioned) A Dance with Dragons (appears) The Winds of Winter (appears)
Jyana,Allegiance,House Reed
Jyana,Culture,Crannogmen
Jyana,Spouse,Lord Howland Reed
Jyana,Book(s),A Feast for Crows (appendix) A Dance with Dragons (appendix)
Jyanna Frey,Allegiance,House Frey
Jyanna Frey,Spouse,Ser Benfrey Frey
Jyanna Frey,Book(s),A Clash of Kings (mentioned) A Storm of Swords (mentioned) A Feast for Crows (mentioned)
Jyck,Allegiance,House Lannister
Jyck,Died,In 298 AC; at Mountains of the Moon
Jyck,Book(s),A Game of Thrones (appears)
Jynessa Blackmont,Allegiance,House Blackmont
Jynessa Blackmont,Culture,Dornish
Jynessa Blackmont,Book(s),A Storm of Swords (appears) A Feast for Crows (mentioned)
Jyzene,Book(s),A Storm of Swords (mentioned) A Feast for Crows (mentioned)
Kaeth,Title,Grand Maester
Kaeth,Born,At 175 AC; 176 AC or 177 AC;
Kaeth,Died,In 257 AC or 258 AC; at King's Landing
Kaeth,Book(s),A Storm of Swords (mentioned) A Feast for Crows (mentioned)
Karlon Stark,Title,Lord of Karl's Hold
Karlon Stark,Allegiance,House Stark;House Karstark
Karlon Stark,Culture,Northmen
Karlon Stark,Book(s),A Storm of Swords (mentioned)
Karyl Vance,Title,Ser;Lord of Wayfarer's Rest
Karyl Vance,Allegiance,House Vance of Wayfarer's Rest
Karyl Vance,Born,At Wayfarer's Rest;
Karyl Vance,Book(s),A Game of Thrones (appears) A Clash of Kings (mentioned) A Storm of Swords (appears) A Feast for Crows (appears) A Dance with Dragons (mentioned)
Kedge Whiteye,Allegiance,Night's Watch
Kedge Whiteye,Born,In or between 251 AC and 260 AC;
Kedge Whiteye,Book(s),A Clash of Kings (appears) A Storm of Swords (appears) A Feast for Crows (appears) A Dance with Dragons (mentioned)
Kedry,Title,Maester
Kedry,Died,In 300 AC; at off the coast of the Disputed Lands
Kedry,Book(s),A Feast for Crows (mentioned) A Dance with Dragons (mentioned)
Kegs,Allegiance,Night's Watch
Kegs,Book(s),A Storm of Swords (mentioned) A Feast for Crows (mentioned) A Dance with Dragons (mentioned)
Kella,Allegiance,House Baelish
Kella,Book(s),A Storm of Swords (appears)
Kemmett Pyke,Alias,Kemmett the Bastard
Kemmett Pyke,Culture,Ironborn
Kemmett Pyke,Book(s),A Feast for Crows (mentioned) A Dance with Dragons (mentioned)
Kenned,Alias,Kenned the Whale
Kenned,Culture,Ironborn
Kenned,Died,In 299 AC; at Winterfell
Kenned,Book(s),A Clash of Kings (appears)
Kennos of Kayce,Title,Ser
Kennos of Kayce,Allegiance,House Kenning of Kayce
Kennos of Kayce,Book(s),A Storm of Swords (appears) A Feast for Crows (appears) A Dance with Dragons (appears)
Ketter,Allegiance,Night's Watch
Ketter,Book(s),A Game of Thrones (appears)
Kevan Lannister,Title,Ser;Master of laws;Lord Regent;Protector of the Realm
Kevan Lannister,Allegiance,House Lannister
Kevan Lannister,Born,In 244 AC;
Kevan Lannister,Died,In 300 AC; at King's Landing
Kevan Lannister,Spouse,Dorna Swyft
Kevan Lannister,Book(s),A Game of Thrones (appears) A Clash of Kings (appears) A Storm of Swords (appears) A Feast for Crows (appears) A Dance with Dragons (POV)
Kevan Lannister,Played by,Ian Gelder
Kevan Lannister,TV series,Season 1
Kezmya,Title,Cupbearer
Kezmya,Allegiance,House of Pahl
Kezmya,Culture,Ghiscari
Kezmya,Born,At Meereen
Kezmya,Book(s),A Dance with Dragons (appears)
Khorane Sathmantes,Culture,Lyseni
Khorane Sathmantes,Book(s),A Storm of Swords (appears)
Khrazz,Allegiance,House of Loraq
Khrazz,Culture,Ghiscari
Khrazz,Born,In 277 AC (roughly);
Khrazz,Died,In 300 AC; at Meereen
Khrazz,Book(s),A Dance with Dragons (appears)
Kindly Man,Alias,The Kindly Man
Kindly Man,Allegiance,Faceless Men
Kindly Man,Culture,Braavosi
Kindly Man,Book(s),A Feast for Crows (appears) A Dance with Dragons (appears)
Kirby Pimm,Title,Ser
Kirby Pimm,Book(s),The Mystery Knight (appears)
Kirth Vance,Allegiance,House Vance of Atranta
Kirth Vance,Book(s),A Storm of Swords (mentioned) A Feast for Crows (mentioned)
House Templeton,Coat of arms,Nine stars; one of seven points and eight of six points; on a gold saltire; on a black field(Sable; on a saltire or; nine mullets of the field; that in fesse-point of seven points; all others of six points)
House Templeton,Seat,Ninestars
House Templeton,Current Lord,Ser Symond Templeton
House Templeton,Title,The Knight of Ninestars
House Templeton,Overlord,House Arryn
Kojja Mo,Culture,Summer Isles
Kojja Mo,Book(s),A Feast for Crows (appears)
Koss,Died,In 299 AC; at Gods Eye
Koss,Book(s),A Clash of Kings (appears)
Kraznys mo Nakloz,Allegiance,Good Masters;House of Nakloz
Kraznys mo Nakloz,Culture,Astapor
Kraznys mo Nakloz,Died,In 299 AC; at Astapor
Kraznys mo Nakloz,Book(s),A Storm of Swords (appears) A Dance with Dragons (mentioned)
Kraznys mo Nakloz,Played by,Dan Hildebrand
Kraznys mo Nakloz,TV series,Season 3
Krazz,Allegiance,House of Loraq
Krazz,Culture,Ghiscari
Krazz,Born,In 277 AC (roughly);
Krazz,Died,In 300 AC; at Meereen
Krazz,Book(s),A Dance with Dragons (appears)
Kromm,Allegiance,House Greyjoy
Kromm,Culture,ironborn
Kromm,Born,At Iron Islands
Kromm,Died,In 299 AC; at Winterfell
Kromm,Book(s),A Clash of Kings (appears)
Kurleket,Allegiance,House Bracken
Kurleket,Died,In 298 AC; at the Mountains of the Moon
Kurleket,Book(s),A Game of Thrones (appears)
Kurz,Died,In 299 AC; at Riverlands
Kurz,Book(s),A Clash of Kings (appears)
Kyle,Alias,Cat of Misty Moor;Kyle the Cat
Kyle,Title,Ser
Kyle,Book(s),The Mystery Knight (appears)
Kyle (brotherhood),Allegiance,Brotherhood without banners
Kyle (brotherhood),Died,In 299 AC; at the burning septry
Kyle (brotherhood),Book(s),A Storm of Swords (appears)
Kyle Condon,Title,Ser
Kyle Condon,Allegiance,House Condon
Kyle Condon,Book(s),A Storm of Swords (mentioned)
Kyle Royce,Allegiance,House Royce
Kyle Royce,Died,At King's Landing
Kyle Royce,Book(s),A Clash of Kings (mentioned)
Kyleg,Alias,Kyleg of the Wooden Ear
Kyleg,Culture,Free Folk
Kyleg,Book(s),A Dance with Dragons (mentioned)
Kym,Title,Maester
Kym,Book(s),A Clash of Kings (mentioned) A Storm of Swords (mentioned)
Kyra,Allegiance,House Stark
Kyra,Born,In 280 AC or 281 AC; at Winter Town
Kyra,Died,In 300 AC; at Forests near the Dreadfort
Kyra,Book(s),A Game of Thrones (appears) A Clash of Kings (appears) A Feast for Crows (mentioned) A Dance with Dragons (mentioned)
Kyra Frey,Allegiance,House Frey
Kyra Frey,Born,In or between 262 AC and 277 AC;
Kyra Frey,Spouse,Ser Garse Goodbrook
Kyra Frey,Book(s),A Clash of Kings (mentioned) A Storm of Swords (mentioned) A Feast for Crows (mentioned)
Lady of the Leaves,Title,Lady of the Leaves
Lady of the Leaves,Book(s),A Storm of Swords (appears) A Feast for Crows (mentioned)
Laena Velaryon,Allegiance,House Velaryon;House Targaryen;The blacks
Laena Velaryon,Culture,Valyrian
Laena Velaryon,Born,In 93 AC;
Laena Velaryon,Died,In 120 AC; at Driftmark
Laena Velaryon,Spouse,Prince Daemon Targaryen
Laena Velaryon,Book(s),The World of Ice and Fire (mentioned) The Rogue Prince (mentioned) The Princess and the Queen (mentioned)
Laenor Velaryon,Title,Ser
Laenor Velaryon,Allegiance,House Velaryon;House Targaryen
